ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output
84,what time of day to take aripiprazole,"Aripiprazole comes as a tablet, a solution (liquid), and an orally disintegrating tablet (tablet that dissolves quickly in the mouth) to take by mouth. It is usually taken once a day with or without food. Take aripiprazole at around the same time every day.",Aripiprazole should be taken at the same time each day as prescribed by your doctor. It is important to follow your doctor's instructions for the timing of your doses to ensure the medication's effectiveness.,"['Medication  should be kept away from  Moisture  Excess heat  Extreme heat  Fire  Flame', 'Aripiprazole  requires  Regular doctor visits during treatment  Reading Medication Guide  Discussing risks and benefits with doctor  Avoiding grapefruit juice  Drinking plenty of water  Not driving until effects are known  Not operating machinery until effects are known  Not taking double dose if missed  Informing doctor of all medications and supplements  Informing doctor of medical history  Informing doctor of pregnancy or breastfeeding  Informing doctor of surgery plans  Informing doctor of severe diarrhea or vomiting  Informing doctor of dehydration  Informing doctor of heart conditions  Informing doctor of seizure history  Informing doctor of impulse control disorders  Informing doctor of diabetes  Informing doctor of obsessive compulsive disorder  Informing doctor of bipolar disorder  Informing doctor of impulsive personality  Informing doctor of past medication side effects  Informing doctor of family history of mental illness  Informing doctor of family history of suicide attempts  Informing doctor of family history of bipolar disorder  Informing doctor of family history of mania  Informing doctor of family history of substance abuse  Informing doctor of family history of alcohol abuse  Informing doctor of family history of diabetes  Informing doctor of family history of heart disease  Informing doctor of family history of stroke  Informing doctor of family history of high cholesterol  Informing doctor of family history of low white blood cell count  Informing doctor of family history of trouble swallowing  Informing doctor of family history of balance issues  Informing doctor of family history of high or low blood pressure  Informing doctor of family history of irregular heartbeat  Informing doctor of family history of heart attack  Informing doctor of family history of heart failure  Informing doctor of family history of ministroke  Informing doctor of family history of dyslipidemia  Informing doctor of family history of severe diarrhea  Informing doctor of family history of severe vomiting  Informing doctor of family history of dehydration  Informing doctor of family history of severe side effects from medication  Informing doctor of family history of stopping medication due to side effects  Informing doctor of family history of stopping medication due to severe side effects  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member with mental illness  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member with mental illness in family  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member with mental illness in family member  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member with mental illness in family member with mental illness  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member with mental illness in family member with mental illness in family  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member with mental illness in family member with mental illness in family member  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member with mental illness in family member with mental illness in family member with mental illness  Informing doctor of family history of stopping medication due to severe side effects from mental illness medication in family member with mental illness in family member with mental illness in family member with mental illness in family', 'Medication  ensures  effectiveness if used as prescribed', 'Side effects  include  Burning  Dryness  Irritation  Stinging  Acne  Delayed weight gain  Peeling  Slowed growth  Uncontrollable shaking nervousness headache nausea vomiting cough throat irritation muscle pain  Rash', 'Aripiprazole  is a class of  Atypical antipsychotics', 'Medication  should be disposed of through  Medicine take back program', 'Aripiprazole  should not be taken with  Alcohol', 'Medication  may require  discontinuation if side effects occur  Discontinuation if severe side effects occur  Alternative for patients 65 or older', 'Aripiprazole  reported to  FDA MedWatch Adverse Event Reporting program', 'Aripiprazole  has brand names  Abilify®  Abilify Mycite®']"
85,what are some side effects nicoderm,"Nicotine skin patches may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

dizziness
headache
nausea
vomiting
diarrhea
redness or swelling at the patch site
If you experience any of the following symptoms, call your doctor immediately:

severe rash or swelling
seizures
abnormal heartbeat or rhythm
difficulty breathing","Some side effects of Nicoderm (Nicotine Transdermal Patch) may include dizziness, drowsiness, and mental health changes. It may also cause diarrhea, headache, nausea, rash, vomiting, difficulty breathing, abnormal heartbeat, and seizures. If side effects occur, discontinuation of the patch may be necessary. These side effects should be reported to the FDA MedWatch Adverse Event Reporting program.","['Nicotine Transdermal Patch  has brand names  Nicoderm®CQ Patch  Nicotrol®Patch', 'Side effects  may include  dizziness drowsiness and mental health changes', 'Nicotine Transdermal Patch  may require  Discontinuation if side effects occur', 'Side effects  should be reported to  FDA MedWatch Adverse Event Reporting program', 'Side effects  can be reported to  FDA MedWatch Adverse Event Reporting program', 'Nicotine Transdermal Patch  reduces  Withdrawal symptoms', 'Nicotine Transdermal Patch  may cause  Diarrhea  Dizziness  Headache  Nausea  Rash  Vomiting  Difficulty breathing  Abnormal heartbeat  Seizures', 'Nicotine Transdermal Patch  is applied to  Skin', 'Nicotine Transdermal Patch  comes in  Various strengths', 'Nicotine Transdermal Patch  should be disposed of  Safely out of reach of children and pets']"
86,"can a patient stop using enalapril if the condition ""stabilize?""",Enalapril controls high blood pressure and heart failure but does not cure them. Continue to take enalapril even if you feel well. Do not stop taking enalapril without talking to your doctor.,"No, a patient should not stop using enalapril if the condition ""stabilizes."" Enalapril controls high blood pressure and heart failure, but does not cure them. It is important to continue taking enalapril as prescribed to maintain its effectiveness in managing the condition.","['Enalapril  may require  Discontinuation if side effects occur', 'Enalapril  ensures  Effectiveness if taken as prescribed', 'Enalapril  does not cure  High blood pressure and heart failure', 'Enalapril  belongs to class  Angiotensin converting enzyme ACE inhibitors', 'Enalapril  is used to treat  High blood pressure  Heart failure', 'Enalapril  may harm  Fetus', 'Enalapril  brand name  Vasotec®', 'Enalapril  controls  High blood pressure and heart failure', 'Medication  may require  discontinuation if side effects occur  Discontinuation if severe side effects occur  Alternative for patients 65 or older', 'Enalapril  may cause  Dizziness  Rash  Weakness  Cough']"
87,rosuvastatin calcium what are the side effects,"Rosuvastatin may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

constipation
stomach pain
dizziness
difficulty falling asleep or staying asleep
depression
joint pain
headache
memory loss or forgetfulness
confusion
Some side effects can be serious. If you experience any of the following symptoms, call your doctor immediately or get emergency medical help:

:

muscle pain, tenderness, or weakness
lack of energy
fever
chest pain
yellowing of the skin or eyes
dark colored urine
pain in the upper right part of the abdomen
nausea
extreme tiredness
weakness
unusual bleeding or bruising
loss of appetite
flu-like symptoms
rash
hives
itching
difficulty breathing or swallowing
swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs
hoarseness
Rosuvastatin may cause other side effects. Call your doctor if you have any unusual problems while taking this medication.","Rosuvastatin may cause side effects. It should be taken once a day at the same time every day. If serious side effects occur, discontinuation may be required. Rosuvastatin should be taken with or without food. It is used in people with heart disease to reduce the risk of heart attack and stroke. Rosuvastatin works by slowing the production of cholesterol and increases the amount of HDL cholesterol. It comes as a tablet or capsule.","['Rosuvastatin  may cause  Side effects', 'Rosuvastatin  should be taken  Once a day', 'Rosuvastatin  should be taken at the same time  Every day', 'Rosuvastatin  may require  Discontinuation if serious side effects occur', 'Rosuvastatin  should be taken with or without  Food', 'Rosuvastatin  is used in people with  Heart disease', 'Rosuvastatin  works by slowing the production of  Cholesterol', 'Rosuvastatin  is used to reduce the risk of  Heart attack  Stroke', 'Rosuvastatin  comes as  Tablet  Capsule', 'Rosuvastatin  increases the amount of  HDL cholesterol']"
88,what are iron injections,Iron sucrose injection is used treat iron-deficiency anemia (a lower than normal number of red blood cells due to too little iron) in people with chronic kidney disease (damage to the kidneys which may worsen over time and may cause the kidneys to stop working). Iron sucrose injection is in a class of medications called iron replacement products. It works by replenishing iron stores so that the body can make more red blood cells.,"Iron Sucrose Injection is a type of iron replacement product used to treat iron deficiency anemia. It works by replenishing iron stores in the body. Iron Sucrose Injection may be infused over 15 minutes to 4 hours and is administered as a solution liquid. If allergic to Iron Sucrose Injection, alternative treatments should be considered. It is injected over 2 to 5 minutes and may be prescribed again if iron levels are low post-treatment. The brand name for Iron Sucrose Injection is Venofer® and it is monitored by a doctor for 30 minutes post-injection.","['Iron Sucrose Injection  is in a class of  Iron replacement products', 'Iron Sucrose Injection  is used to treat  Iron deficiency anemia', 'Iron Sucrose Injection  works by replenishing  Iron stores', 'Iron Sucrose Injection  may be infused over  15 minutes to 4 hours', 'Iron Sucrose Injection  comes as  Solution liquid', 'If allergic to Iron Sucrose Injection  then  Consider alternative treatments', 'Iron Sucrose Injection  is injected over  2 to 5 minutes', 'If iron levels are low post treatment  then  Iron Sucrose Injection may be prescribed again', 'Iron Sucrose Injection  has brand name  Venofer®', 'Iron Sucrose Injection  is monitored by  Doctor for 30 minutes post injection']"
89,when taking plavix and xarelto blood thinners is it safe to take dilaudid for pain,"Tell your doctor and pharmacist if you are taking anagrelide (Agrylin); aspirin and other nonsteroidal anti-inflammatory drugs (NSAIDs) such as ibuprofen (Advil, Motrin, others), indomethacin (Indocin, Tivorbex), ketoprofen, and naproxen (Aleve, Anaprox, others); cilostazol (Pletal); clopidogrel (Plavix); dipyridamole (Persantine); eptifibatide (Integrilin); heparin; prasugrel (Effient); ticagrelor (Brilinta); ticlopidine; tirofiban (Aggrastat), and warfarin (Coumadin, Jantoven). If you experience any of the following symptoms, call your doctor immediately: back pain, muscle weakness, numbness or tingling (especially in your legs), loss of control of your bowels or bladder, or inability to move your legs.","Based on the provided medical knowledge information, there is no specific data available regarding the safety of taking Dilaudid (hydromorphone) for pain while on a combination of Plavix (clopidogrel) and Xarelto (rivaroxaban). It is recommended to consult with a healthcare provider before combining these medications to ensure safety and effectiveness.",[]
90,symptoms from taking multiple doses of lasix 40 mg per dayproblems with taking lasix 40mg twice daily ?,"Furosemide is a strong diuretic ('water pill') and may cause dehydration and electrolyte imbalance. It is important that you take it exactly as told by your doctor. If you experience any of the following symptoms, call your doctor immediately: decreased urination; dry mouth; thirst; nausea; vomiting; weakness; drowsiness; confusion; muscle pain or cramps; or rapid or pounding heartbeats.","Taking multiple doses of Lasix 40mg per day may lead to dehydration, electrolyte imbalance, frequent urination, blurred vision, headache, constipation, and diarrhea. It is important to monitor for these symptoms and seek medical attention if electrolyte imbalance occurs. Lasix works by causing the kidneys to remove unneeded water and salt, and it is commonly used to treat high blood pressure and edema.","['Furosemide  may cause  dehydration and electrolyte imbalance  frequent urination blurred vision headache constipation diarrhea', 'Furosemide  works by  causing kidneys to remove unneeded water and salt', 'Furosemide  is used to treat  high blood pressure and edema', 'Electrolyte imbalance  may require  Medical attention', 'Furosemide  is a  strong diuretic']"
91,how is tocilizumab administered,"Tocilizumab injection comes as a solution (liquid) to be injected intravenously (into a vein) in your arm by a doctor or nurse in a medical office or hospital outpatient clinic or as a prefilled syringe to inject subcutaneously (under the skin) by yourself at home. When tocilizumab is given intravenously to treat rheumatoid arthritis or polyarticular juvenile idiopathic arthritis, it is usually given once every 4 weeks. When tocilizumab is given intravenously to treat systemic juvenile idiopathic arthritis, it is usually given once every 2 weeks. When tocilizumab is given intravenously to treat cytokine release syndrome, it is usually given once, but up to 3 additional doses may be given at least 8 hours apart. It will take about 1 hour for you to receive your dose of tocilizumab injection intravenously. When tocilizumab is given subcutaneously to treat rheumatoid arthritis or giant cell arteritis, it is usually given once weekly or once every other week.

You will receive your first subcutaneous dose of tocilizumab injection in your doctor's office. If you will be injecting tocilizumab injection subcutaneously by yourself at home or having a friend or relative inject the medication for you, your doctor will show you or the person who will be injecting the medication how to inject it. You and the person who will be injecting the medication should also read the written instructions for use that come with the medication.

Thirty minutes before you are ready to inject tocilizumab injection, you will need to remove the medication from the refrigerator, take it out of its carton, and allow it to reach room temperature. When removing a prefilled syringe from the box, be careful not to touch the trigger fingers on the syringe. Do not try to warm the medication by heating it in a microwave, placing it in warm water, or through any other method.

Do not remove the cap from the prefilled syringe while the medication is warming. You should remove the cap no more than 5 minutes before you inject the medication. Do not replace the cap after you remove it. Do not use the syringe if you drop it on the floor.

Check the prefilled syringe to be sure that the expiration date printed on the package has not passed, Holding the syringe with the covered needle pointing down, look closely at the liquid in the syringe. The liquid should be clear or pale yellow and should not be cloudy or discolored or contain lumps or particles. Call your pharmacist if there are any problems with the package or the syringe and do not inject the medication.

You may inject tocilizumab injection on the front of the thighs or anywhere on your stomach except your navel (belly button) and the area 2 inches around it. If another person is injecting your medication, the outer area of the upper arms also may be used. Do not inject the medication into skin that is tender, bruised, red, hard, or not intact, or that has scars, moles, or bruises. Choose a different spot each time you inject the medication, at least 1 inch away from a spot that you have used before. If the full dose is not injected, call your doctor or pharmacist.

Do not reuse tocilizumab prefilled syringes and do not recap the syringes after use. Discard any used syringes in a puncture-resistant container and ask your pharmacist how to throw away the container.",Tocilizumab Injection may be administered either Intravenously or Subcutaneously.,"['Tocilizumab Injection  should be discarded  If outdated or no longer needed', 'Tocilizumab Injection  may require  Discontinuation if side effects occur', 'Tocilizumab Injection  requires  Specific dosage', 'Tocilizumab Injection  may be injected  Intravenously or Subcutaneously', 'Tocilizumab Injection  may cause  Side effects', 'Tocilizumab Injection  may decrease ability to fight  Infections', 'Tocilizumab Injection  blocks activity of  Interleukin 6', 'Tocilizumab Injection  may increase risk of  Certain types of cancer  Serious or life threatening infections', 'Tocilizumab Injection  should be stored  In refrigerator but not frozen', 'Tocilizumab Injection  used to treat  COVID 19  Cytokine Release Syndrome  Giant Cell Arteritis  Polyarticular Juvenile Idiopathic Arthritis  Rheumatoid Arthritis  Systemic Juvenile Idiopathic Arthritis  Systemic Sclerosis Associated Interstitial Lung Disease']"
92,what is diclofenac ointment used for,"Diclofenac topical gel (Voltaren) is used to relieve pain from osteoarthritis (arthritis caused by a breakdown of the lining of the joints) in certain joints such as those of the knees, ankles, feet, elbows, wrists, and hands. Diclofenac topical liquid (Pennsaid) is used to relieve osteoarthritis pain in the knees. Diclofenac is in a class of medications called nonsteroidal anti-inflammatory drugs (NSAIDs). It works by stopping the body's production of a substance that causes pain.

Diclofenac is also available as a 3% gel (Solaraze; generic) that is applied to the skin to treat actinic keratosis (flat, scaly growths on the skin caused by too much sun exposure). This monograph only gives information about diclofenac gel (Voltaren) and liquid (Pennsaid) for osteoarthritis. If you are using diclofenac gel (Solaraze, generic) for actinic keratosis, read the monograph entitled diclofenac topical (actinic keratosis).","Diclofenac ointment is used to relieve arthritis pain, osteoarthritis pain, and actinic keratosis. It should be applied to clean, dry skin and should not be used on broken, infected, rash, or swollen skin. It should be discontinued if severe side effects occur and should not be used during pregnancy around 20 weeks or later.","['Diclofenac Topical  is used to relieve  arthritis pain  osteoarthritis pain', 'Diclofenac Topical  should be discontinued if  severe side effects occur', 'Diclofenac Topical  should not be used during  pregnancy around 20 weeks or later', 'Diclofenac Topical  should be applied to  clean dry skin', 'Diclofenac Topical  should not be applied to  broken skin  infected skin  skin with rash  swollen skin', 'Diclofenac  should be discontinued if  Severe side effects occur', 'Diclofenac Topical  is also known as  Pennsaid  Voltaren Arthritis Pain', 'Diclofenac  may require  Alternative treatments if not effective', 'Diclofenac Topical  may increase sensitivity to  sunlight  tanning beds  ultraviolet light', 'Diclofenac Topical  is used to treat  actinic keratosis']"
93,cephalexin is for what sexual diseases,"Cephalexin is used to treat certain infections caused by bacteria such as pneumonia and other respiratory tract infections; and infections of the bone, skin, ears, , genital, and urinary tract. Cephalexin is in a class of medications called cephalosporin antibiotics. It works by killing bacteria.

Antibiotics such as cephalexin will not work for colds, flu, or other viral infections. Using antibiotics when they are not needed increases your risk of getting an infection later that resists antibiotic treatment.","Cephalexin is used to treat bacterial infections such as pneumonia, respiratory tract infections, infections of the bone, skin, ears, genital, and urinary tract.","['Cephalexin  may decrease effectiveness of  Hormonal contraceptives', 'Cephalexin  should be taken for  7 to 14 days', 'Cephalexin  should be taken  With or without food  At the same times every day  Every 6 or 12 hours', 'Cephalexin  should be stored at  Room temperature', 'Cephalexin  is a type of  Cephalosporin antibiotic', 'Cephalexin  may be used for  Penicillin allergic patients with certain conditions', 'Cephalexin  works by  Killing bacteria', 'Cephalexin  treats  Bacterial infections such as pneumonia and respiratory tract infections  Infections of the bone skin ears genital and urinary tract', 'Cephalexin  has brand names  Keflet  Keflex  Keftab  Panixine Disperdose', 'Cephalexin  should be stored away from  Excess heat and moisture']"
